unnamed:_0,house_number,street,first_name,surname,age,relationship_to_head_of_house,marital_status,gender,occupation,infirmity,religion
288,7,Whitehall Street,Connor,Arnold,13.0,Son,N/A,Male,Student,None,Not Stated
289,7,Whitehall Street,Dean,Arnold,9.0,Son,N/A,Male,Student,None,Not Stated
290,7,Whitehall Street,Damian,Arnold,7.0,Son,N/A,Male,Student,None,Not Stated
291,8,Whitehall Street,John,Jarvis,87.0,Head,Married,Male,Retired Equality and diversity officer,None,Catholic
292,8,Whitehall Street,Marie,Jarvis,86.0,Wife,Married,Female,"Retired Conservation officer, historic buildings",None,Not Stated
293,9,Whitehall Street,Callum,Jones,26.0,Head,Single,Male,Unemployed,None,Catholic
294,9,Whitehall Street,Jack,Jones,35.0,Unknown,Single,Male,Research scientist (physical sciences),None,Christian
295,9,Whitehall Street,Bethany,James,35.0,Unknown,Single,Female,"Scientist, research (maths)",None,Christian
296,10,Whitehall Street,Naomi,Robinson,50.0,Head,Divorced,Female,Unemployed,None,Catholic
297,10,Whitehall Street,Bradley,Robinson,14.0,Son,N/A,Male,Student,None,Not Stated
298,11,Whitehall Street,Steven,Preston,22.0,Head,Single,Male,University Student,None,Methodist
299,11,Whitehall Street,Emily,Forster,35.0,Unknown,Divorced,Female,Media planner,None,Catholic
300,11,Whitehall Street,Dominic,Smith,35.0,Unknown,Single,Male,"Journalist, newspaper",None,Not Stated
301,11,Whitehall Street,Kate,Stephens,35.0,Unknown,Single,Female,Manufacturing systems engineer,None,Christian
302,12,Whitehall Street,Patricia,Harrison,52.0,Head,Married,Female,Medical technical officer,None,Catholic
303,12,Whitehall Street,Owen,Harrison,53.0,Husband,Married,Male,"Engineer, agricultural",None,Catholic
304,12,Whitehall Street,Julian,Harrison,23.0,Son,Single,Male,Child psychotherapist,None,Not Stated
305,12,Whitehall Street,Arthur,Harrison,19.0,Son,Single,Male,University Student,None,Not Stated
306,12,Whitehall Street,Clifford,Harrison,17.0,Son,N/A,Male,Student,None,Not Stated
307,12,Whitehall Street,Lee,Harrison,16.0,Son,N/A,Male,Student,None,Not Stated
308,13,Whitehall Street,Kenneth,Schofield,61.0,Head,Married,Male,"Conservation officer, nature",None,Catholic
309,13,Whitehall Street,Jessica,Schofield,57.0,Wife,Married,Female,Risk analyst,None,Catholic
310,13,Whitehall Street,Mohammad,Schofield,31.0,Son,Single,Male,Clinical cytogeneticist,None,Catholic
311,13,Whitehall Street,Caroline,Schofield,27.0,Daughter,Single,Female,Sports coach,None,Catholic
312,13,Whitehall Street,Timothy,Schofield,23.0,Son,Single,Male,Soil scientist,None,Catholic
313,13,Whitehall Street,Joshua,Schofield,2.0,Son,N/A,Male,Student,None,Not Stated
314,14,Whitehall Street,Mary,Roberts,41.0,Head,Married,Female,Rural practice surveyor,None,Catholic
315,14,Whitehall Street,Matthew,Roberts,44.0,Husband,Married,Male,"Teacher, early years/pre",None,Catholic
316,14,Whitehall Street,Darren,Roberts,8.0,Son,N/A,Male,Student,None,Not Stated
317,14,Whitehall Street,Carol,Roberts,7.0,Daughter,N/A,Female,Student,None,Not Stated
318,15,Whitehall Street,Amanda,Baldwin,39.0,Head,Married,Female,Economist,None,Muslim
319,15,Whitehall Street,Russell,Baldwin,41.0,Husband,Married,Male,Financial planner,None,Muslim
320,15,Whitehall Street,Rita,Baldwin,14.0,Daughter,N/A,Female,Student,None,Not Stated
321,15,Whitehall Street,Sophie,Baldwin,13.0,Daughter,N/A,Female,Student,None,Not Stated
322,16,Whitehall Street,Naomi,Brooks,61.0,Head,Married,Female,Financial manager,None,Methodist
323,16,Whitehall Street,Brett,Brooks,63.0,Husband,Married,Male,Unemployed,None,Methodist
324,16,Whitehall Street,Toby,Gray-Brooks,34.0,Son,Single,Male,Dispensing optician,None,Not Stated
325,1,Allen Ford,Annette,Wilson,60.0,Head,Married,Female,Location manager,None,Christian
326,1,Allen Ford,Albert,Wilson,58.0,Husband,Married,Male,Public affairs consultant,None,Christian
327,1,Allen Ford,Sharon,Wilson,19.0,Daughter,Single,Female,University Student,None,Christian
328,2,Allen Ford,Frederick,Taylor,93.0,Head,Married,Male,Retired Writer,None,Christian
329,2,Allen Ford,Lynda,Taylor,91.0,Wife,Married,Female,"Retired Civil engineer, contracting",None,Christian
330,3,Allen Ford,Jonathan,Rahman,30.0,Head,Single,Male,"Administrator, arts",None,Muslim
331,4,Allen Ford,Jason,Griffin,69.0,Head,Divorced,Male,"Retired Programmer, applications",None,Christian
332,5,Allen Ford,Marian,Murray,34.0,Head,Divorced,Female,Software engineer,None,Not Stated
333,5,Allen Ford,Vanessa,Murray,12.0,Daughter,N/A,Female,Student,None,Not Stated
334,5,Allen Ford,Sian,Murray,8.0,Daughter,N/A,Female,Student,None,Not Stated
335,5,Allen Ford,Hugh,Murray,4.0,Son,N/A,Male,Student,None,Not Stated
336,5,Allen Ford,Jean,Murray,0.0,Daughter,N/A,Female,Student,None,Not Stated
337,6,Allen Ford,Roy,Foster,26.0,Head,Single,Male,Technical sales engineer,None,Methodist
338,7,Allen Ford,Michelle,Williams,63.0,Head,Single,Female,Newspaper journalist,None,Not Stated
339,8,Allen Ford,Ann,Evans,39.0,Head,Single,Female,Unemployed,None,Catholic
340,8,Allen Ford,Malcolm,Evans,2.0,Son,N/A,Male,Student,None,Not Stated
341,9,Allen Ford,Josephine,Johnson,32.0,Head,Married,Female,Immunologist,None,Methodist
342,9,Allen Ford,Benjamin,Johnson,36.0,Husband,Married,Male,Tourist information centre manager,None,Not Stated
343,9,Allen Ford,Shannon,Johnson,1.0,Daughter,N/A,Female,Student,None,Not Stated
344,9,Allen Ford,Claire,Turnbull,22.0,Lodger,Divorced,Female,University Student,None,Not Stated
345,9,Allen Ford,Suzanne,Duffy,54.0,Lodger,Divorced,Female,Unemployed,None,Muslim
346,10,Allen Ford,John,Young,26.0,Head,Married,Male,Colour technologist,None,Muslim
347,10,Allen Ford,Joanna,Young,27.0,Wife,Married,Female,Agricultural consultant,None,Muslim
348,11,Allen Ford,Sarah,Green,21.0,Head,Single,Female,University Student,None,Not Stated
349,11,Allen Ford,Joshua,Dobson,23.0,Partner,Single,Male,Textile designer,None,Not Stated
350,12,Allen Ford,Brett,Patterson,56.0,Head,Single,Male,Structural engineer,None,Methodist
351,12,Allen Ford,Louis,Patterson,21.0,Step-Son,Single,Male,University Student,None,Methodist
352,12,Allen Ford,Hazel,Davis,20.0,Step-Daughter,Single,Female,University Student,None,Methodist
353,12,Allen Ford,Richard,Davis,16.0,Step-Son,N/A,Male,Student,None,Not Stated
354,12,Allen Ford,Alice,Davis,14.0,Step-Daughter,N/A,Female,Student,None,Not Stated
355,13,Allen Ford,Rosie,Davies,48.0,Head,Married,Female,"Designer, interior/spatial",None,Catholic
356,13,Allen Ford,Charles,Davies,51.0,Husband,Married,Male,Broadcast presenter,None,Catholic
357,1,Druid Prairie,Chloe,Lee,21.0,Head,Single,Female,University Student,None,Catholic
358,1,Druid Prairie,Jeremy,Taylor,35.0,Unknown,Single,Male,Catering manager,None,Not Stated
359,1,Druid Prairie,Fiona,Wilson,35.0,Unknown,Single,Female,Technical author,None,Christian
360,1,Druid Prairie,Stanley,Smith,35.0,Unknown,Single,Male,Unemployed,None,Not Stated
361,1,Druid Prairie,Amber,North,35.0,Unknown,Single,Female,Commercial/residential surveyor,None,Methodist
362,2,Druid Prairie,Charlene,Davies,75.0,Head,Married,Female,Retired Field trials officer,None,Not Stated
363,2,Druid Prairie,Jason,Davies,77.0,Husband,Married,Male,Retired Production manager,None,Not Stated
364,2,Druid Prairie,Joseph,Davies,37.0,Son,Single,Male,"Engineer, maintenance",None,Not Stated
365,2,Druid Prairie,Iain,Davies,34.0,Son,Single,Male,Music therapist,None,Not Stated
366,3,Druid Prairie,Danielle,Finch,35.0,Head,Single,Female,Geophysicist/field seismologist,None,Not Stated
367,3,Druid Prairie,Francis,Smith,38.0,Partner,Single,Male,"Education officer, museum",None,Not Stated
368,3,Druid Prairie,Deborah,Finch,10.0,Daughter,N/A,Female,Student,None,Not Stated
369,3,Druid Prairie,Hilary,Finch,7.0,Daughter,N/A,Female,Student,None,Not Stated
370,4,Druid Prairie,Carolyn,Bishop,47.0,Head,Single,Female,Unemployed,None,Not Stated
371,4,Druid Prairie,Phillip,Pratt-Bishop,25.0,Son,Divorced,Male,Logistics and distribution manager,None,Not Stated
372,4,Druid Prairie,Andrea,Pratt-Bishop,20.0,Daughter,Single,Female,University Student,None,Not Stated
373,4,Druid Prairie,Marcus,Pratt-Bishop,19.0,Son,Single,Male,University Student,None,Not Stated
374,4,Druid Prairie,Stephanie,Gray,19.0,Daughter,Divorced,Female,University Student,None,Not Stated
375,4,Druid Prairie,Dorothy,Gray,18.0,Daughter,Single,Female,Student,None,Catholic
376,4,Druid Prairie,Alexandra,Gray,18.0,Daughter,Divorced,Female,Student,None,Not Stated
377,5,Druid Prairie,Caroline,Chadwick,28.0,Head,Single,Female,Unemployed,None,Not Stated
378,5,Druid Prairie,Nicola,Thornton,35.0,Unknown,Single,Female,Travel agency manager,None,Not Stated
379,5,Druid Prairie,Pauline,Marsh,35.0,Unknown,Single,Female,Production engineer,None,Not Stated
380,5,Druid Prairie,Judith,Fisher,35.0,Unknown,Single,Female,"Surveyor, mining",None,Christian
381,6,Druid Prairie,Fiona,Harvey,44.0,Head,Single,Female,Insurance risk surveyor,None,Christian
382,6,Druid Prairie,Elliot,Evans,51.0,Partner,Single,Male,Estate agent,None,Not Stated
383,6,Druid Prairie,Kathleen,Harvey,16.0,Daughter,N/A,Female,Student,None,Not Stated
384,6,Druid Prairie,Charlotte,Harvey,13.0,Daughter,N/A,Female,Student,None,Not Stated
385,6,Druid Prairie,Kenneth,Harvey,10.0,Son,N/A,Male,Student,None,Not Stated
386,7,Druid Prairie,Howard,Davis,30.0,Head,Single,Male,Charity officer,None,Not Stated
387,7,Druid Prairie,Emily,Robertson,35.0,Unknown,Divorced,Female,Information systems manager,None,Jewish
388,7,Druid Prairie,Megan,Doyle,35.0,Unknown,Single,Female,"Civil engineer, consulting",None,Catholic
389,8,Druid Prairie,Josephine,Austin,68.0,Head,Married,Female,Retired Sub,Blind,Catholic
390,8,Druid Prairie,Russell,Austin,70.0,Husband,Married,Male,"Retired Conservation officer, historic buildings",None,Not Stated
391,9,Druid Prairie,Frances,Harper,35.0,Head,Divorced,Female,Unemployed,None,Not Stated
392,9,Druid Prairie,Claire,Harper,12.0,Daughter,N/A,Female,Student,None,Not Stated
393,9,Druid Prairie,Declan,Harper,6.0,Son,N/A,Male,Student,None,Not Stated
394,9,Druid Prairie,Kathryn,Harper,3.0,Daughter,N/A,Female,Student,None,Not Stated
395,9,Druid Prairie,Christine,Harper,0.0,Daughter,N/A,Female,Student,None,Not Stated
396,10,Druid Prairie,Allan,O'Brien,36.0,Head,Married,Male,"Conservator, museum/gallery",None,Christian
397,10,Druid Prairie,Cheryl,O'Brien,37.0,Wife,Married,Female,Acupuncturist,None,Christian
398,10,Druid Prairie,Arthur,O'Brien,13.0,Son,N/A,Male,Student,None,Not Stated
399,10,Druid Prairie,Bradley,O'Brien,10.0,Son,N/A,Male,Student,None,Not Stated
400,11,Druid Prairie,Brenda,Armstrong,35.0,Head,Married,Female,Barrister,None,Christian
401,11,Druid Prairie,Mitchell,Armstrong,33.0,Husband,Married,Male,"Engineer, maintenance (IT)",None,Christian
402,11,Druid Prairie,Antony,Armstrong,4.0,Son,N/A,Male,Student,None,Not Stated
403,11,Druid Prairie,Beth,Armstrong,0.0,Daughter,N/A,Female,Student,None,Not Stated
404,11,Druid Prairie,Denis,Sykes,58.0,Lodger,Single,Male,Unemployed,None,Not Stated
405,12,Druid Prairie,Andrea,Cross,37.0,Head,Divorced,Female,Museum education officer,None,Not Stated
406,12,Druid Prairie,Colin,Cross,12.0,Son,N/A,Male,Student,None,Not Stated
407,13,Druid Prairie,Eleanor,Dean,45.0,Head,Married,Female,Secretary/administrator,None,Methodist
408,13,Druid Prairie,Lee,Dean,47.0,Husband,Married,Male,IT consultant,None,Not Stated
409,13,Druid Prairie,Andrea,Dean,6.0,Daughter,N/A,Female,Student,None,Not Stated
410,13,Druid Prairie,Gary,Dean,5.0,Son,N/A,Male,Student,None,Not Stated
411,14,Druid Prairie,Judith,Jones,40.0,Head,Married,Female,Company secretary,None,Not Stated
412,14,Druid Prairie,Mohammad,Jones,45.0,Husband,Married,Male,Historic buildings inspector/conservation officer,None,Not Stated
413,14,Druid Prairie,Victoria,Jones,11.0,Daughter,N/A,Female,Student,None,Not Stated
414,14,Druid Prairie,Sean,Jones,3.0,Son,N/A,Male,Student,None,Not Stated
415,15,Druid Prairie,Anne,Owens,66.0,Head,Divorced,Female,Chartered public finance accountant,None,Christian
416,15,Druid Prairie,Louise,Owens,37.0,Daughter,Single,Female,Television camera operator,None,Christian
417,15,Druid Prairie,Joseph,Owens,37.0,Son,Widowed,Male,Records manager,None,Not Stated
418,15,Druid Prairie,Charles,Owens,34.0,Son,Single,Male,"Surveyor, planning and development",None,Christian
419,16,Druid Prairie,Hayley,Ward,53.0,Head,Married,Female,Wellsite geologist,None,Christian
420,16,Druid Prairie,Colin,Ward,58.0,Husband,Married,Male,Nutritional therapist,None,Christian
421,16,Druid Prairie,Alice,Ward,23.0,Daughter,Single,Female,Further education lecturer,None,Christian
422,16,Druid Prairie,Howard,Ward,17.0,Son,N/A,Male,Student,None,Not Stated
423,17,Druid Prairie,Maria,Knight,43.0,Head,Single,Female,Primary school teacher,None,Catholic
424,17,Druid Prairie,Leslie,Walsh,44.0,Partner,Single,Male,Unemployed,None,Catholic
425,17,Druid Prairie,Jordan,Knight,21.0,Son,Divorced,Male,University Student,None,Not Stated
426,17,Druid Prairie,Russell,Knight,11.0,Son,N/A,Male,Student,None,Not Stated
427,18,Druid Prairie,Zoe,Owen,41.0,Head,Married,Female,Unemployed,None,Not Stated
428,18,Druid Prairie,Jason,Owen,37.0,Husband,Married,Male,Estate agent,None,Not Stated
429,18,Druid Prairie,Patricia,Owen,16.0,Daughter,N/A,Female,Student,None,Not Stated
430,18,Druid Prairie,Suzanne,Owen,14.0,Daughter,N/A,Female,Student,None,Not Stated
431,19,Druid Prairie,Darren,Matthews,49.0,Head,Single,Male,"Physicist, medical",None,Not Stated
432,20,Druid Prairie,Elliott,Hobbs,59.0,Head,Single,Male,"Engineer, communications",None,Not Stated
433,20,Druid Prairie,Rhys,Price,35.0,Unknown,Single,Male,"Journalist, newspaper",None,Not Stated
434,20,Druid Prairie,Julie,Dunn,35.0,Unknown,Single,Female,Dietitian,None,Christian
435,20,Druid Prairie,Stacey,McDonald,35.0,Unknown,Single,Female,"Engineer, biomedical",None,Not Stated
436,21,Druid Prairie,Stanley,Gardner,35.0,Head,Single,Male,"Designer, industrial/product",None,Not Stated
437,21,Druid Prairie,Molly,Law,35.0,Unknown,Single,Female,"Designer, textile",None,Methodist
438,21,Druid Prairie,Kirsty,Reed,35.0,Unknown,Single,Female,"Solicitor, Scotland",None,Not Stated
439,21,Druid Prairie,Lucy,Yates,35.0,Unknown,Single,Female,Unemployed,None,Christian
440,22,Druid Prairie,Clare,Miller,20.0,Head,Single,Female,University Student,None,Methodist
441,23,Druid Prairie,Elizabeth,Johnston,40.0,Head,Married,Female,"Radiographer, diagnostic",None,Methodist
442,23,Druid Prairie,Matthew,Johnston,41.0,Husband,Married,Male,Arts development officer,None,Methodist
443,23,Druid Prairie,Leonard,Burke-Johnston,15.0,Son,N/A,Male,Student,None,Not Stated
444,24,Druid Prairie,Bryan,Williams,75.0,Head,Married,Male,Retired Learning disability nurse,None,Catholic
445,24,Druid Prairie,Yvonne,Williams,71.0,Wife,Married,Female,Retired Warehouse manager,None,Catholic
446,25,Druid Prairie,Denise,Owens,67.0,Head,Married,Female,Unemployed,None,Not Stated
447,25,Druid Prairie,Joel,Owens,67.0,Husband,Married,Male,Special educational needs teacher,None,Not Stated
448,25,Druid Prairie,Patricia,Barry,13.0,Granddaughter,N/A,Female,Student,None,Not Stated
449,25,Druid Prairie,Jordan,Barry,11.0,Grandson,N/A,Male,Student,None,Not Stated
450,25,Druid Prairie,Alison,Barry,9.0,Granddaughter,N/A,Female,Student,None,Not Stated
451,26,Druid Prairie,Kevin,Ball,49.0,Head,Married,Male,Unemployed,None,Christian
452,26,Druid Prairie,Marilyn,Ball,41.0,Wife,Married,Female,"Surveyor, rural practice",None,Christian
453,26,Druid Prairie,Georgia,Ball,18.0,Granddaughter,Divorced,Female,Student,None,Christian
454,26,Druid Prairie,Tracy,Ball,16.0,Granddaughter,N/A,Female,Student,None,Not Stated
455,27,Druid Prairie,Elizabeth,Hughes,61.0,Head,Married,Female,Personal assistant,None,Christian
456,27,Druid Prairie,Ashley,Hughes,63.0,Husband,Married,Male,Environmental consultant,None,Not Stated
457,27,Druid Prairie,Kayleigh,Jones,39.0,Daughter,Divorced,Female,Pensions consultant,None,Christian
458,27,Druid Prairie,Adrian,Jones,35.0,Son,Single,Male,Nature conservation officer,None,Christian
459,28,Druid Prairie,Hannah,Rogers,51.0,Head,Married,Female,Unemployed,None,Christian
460,28,Druid Prairie,Josh,Rogers,55.0,Husband,Married,Male,Museum/gallery exhibitions officer,None,Christian
461,28,Druid Prairie,Sara,Rogers,20.0,Daughter,Widowed,Female,University Student,None,Not Stated
462,28,Druid Prairie,Richard,Rogers,17.0,Son,N/A,Male,Student,None,Not Stated
463,28,Druid Prairie,Stephen,Rogers,14.0,Son,N/A,Male,Student,None,Not Stated
464,29,Druid Prairie,Denise,Read,45.0,Head,Single,Female,"Nurse, mental health",None,Christian
465,29,Druid Prairie,Roger,Turner,35.0,Unknown,Single,Male,University Student,None,Not Stated
466,29,Druid Prairie,Jamie,Chambers,35.0,Unknown,Single,Male,Medical illustrator,None,Not Stated
467,29,Druid Prairie,Carol,Russell,35.0,Unknown,Single,Female,Set designer,None,Christian
468,30,Druid Prairie,Chloe,Baker,43.0,Head,Single,Female,Unemployed,None,Not Stated
469,30,Druid Prairie,James,Baker-Mills,47.0,Partner,Single,Male,Community pharmacist,None,Not Stated
470,30,Druid Prairie,Francesca,Baker-Mills,22.0,Daughter,Single,Female,University Student,None,Not Stated
471,30,Druid Prairie,Sam,Baker-Mills,8.0,Son,N/A,Male,Student,None,Not Stated
472,31,Druid Prairie,Natasha,Walker,39.0,Head,Single,Female,Unemployed,None,Catholic
473,31,Druid Prairie,Mark,Hyde,57.0,Lodger,Single,Male,Chief Executive Officer,None,Catholic
474,31,Druid Prairie,Hilary,Wilson,48.0,Visitor,Single,Female,Herbalist,None,Catholic
475,31,Druid Prairie,Alexandra,Pearson,36.0,Lodger,Single,Female,English as a foreign language teacher,None,Methodist
476,32,Druid Prairie,Debra,Smith,43.0,Head,Divorced,Female,IT sales professional,None,Christian
477,32,Druid Prairie,Phillip,Smith,19.0,Son,Single,Male,University Student,None,Not Stated
478,32,Druid Prairie,Cameron,Smith,15.0,Son,N/A,Male,Student,None,Not Stated
479,32,Druid Prairie,Joan,Smith,13.0,Daughter,N/A,Female,Student,None,Not Stated
480,32,Druid Prairie,Brett,Smith,11.0,Son,N/A,Male,Student,None,Not Stated
481,32,Druid Prairie,Arthur,Smith,8.0,Son,N/A,Male,Student,None,Not Stated
482,33,Druid Prairie,Julie,Scott,41.0,Head,Married,Female,"Psychologist, prison and probation services",None,Not Stated
483,33,Druid Prairie,Jamie,Scott,43.0,Husband,Married,Male,Chartered management accountant,None,Not Stated
484,33,Druid Prairie,Francis,Scott,10.0,Son,N/A,Male,Student,None,Not Stated
485,33,Druid Prairie,Carolyn,Scott,9.0,Daughter,N/A,Female,Student,None,Not Stated
486,34,Druid Prairie,Kathryn,Young,50.0,Head,Single,Female,Optometrist,None,Christian
487,34,Druid Prairie,Mohammed,Young,10.0,Son,N/A,Male,Student,None,Not Stated
488,34,Druid Prairie,Mohammed,Young,9.0,Son,N/A,Male,Student,None,Not Stated
489,34,Druid Prairie,Deborah,Young,5.0,Daughter,N/A,Female,Student,None,Not Stated
490,35,Druid Prairie,Chloe,Lee,59.0,Head,Married,Female,"Horticulturist, commercial",Disabled,Not Stated
491,35,Druid Prairie,William,Lee,63.0,Husband,Married,Male,Translator,None,Not Stated
492,35,Druid Prairie,Jacob,Lee,36.0,Son,Single,Male,Personal assistant,None,Not Stated
493,35,Druid Prairie,Stuart,Lee,34.0,Son,Divorced,Male,Unemployed,None,Not Stated
494,35,Druid Prairie,Jacob,Lee,34.0,Son,Single,Male,Health and safety adviser,None,Not Stated
